time,obstacle_id,x,y,z,radius
21.0,fast_crossing_ball_1,10.0,7.6,-3.0,0.55
21.0,fast_crossing_ball_2,16.0,0.5,-3.0,0.55
21.0,diagonal_crossing_ball,24.8508,-3.2406,-3.0,0.5
21.0,inner_patrol_ball,19.2097,3.7219,-3.0,0.45
21.0,target_patrol_ball,33.8805,20.8382,-3.0,0.45
21.25,fast_crossing_ball_1,10.0,7.9,-3.0,0.55
21.25,fast_crossing_ball_2,16.0,0.175,-3.0,0.55
21.25,diagonal_crossing_ball,24.9156,-2.9734,-3.0,0.5
21.25,inner_patrol_ball,19.3771,3.3045,-3.0,0.45
21.25,target_patrol_ball,33.9625,20.4726,-3.0,0.45
21.5,fast_crossing_ball_1,10.0,8.2,-3.0,0.55
21.5,fast_crossing_ball_2,16.0,-0.15,-3.0,0.55
21.5,diagonal_crossing_ball,24.9803,-2.7061,-3.0,0.5
21.5,inner_patrol_ball,19.5904,2.9085,-3.0,0.45
21.5,target_patrol_ball,33.9983,20.0995,-3.0,0.45
21.75,fast_crossing_ball_1,10.0,8.5,-3.0,0.55
21.75,fast_crossing_ball_2,16.0,-0.475,-3.0,0.55
21.75,diagonal_crossing_ball,25.0451,-2.4388,-3.0,0.5
21.75,inner_patrol_ball,19.8467,2.5389,-3.0,0.45
21.75,target_patrol_ball,33.9874,19.7249,-3.0,0.45
22.0,fast_crossing_ball_1,10.0,8.8,-3.0,0.55
22.0,fast_crossing_ball_2,16.0,-0.8,-3.0,0.55
22.0,diagonal_crossing_ball,25.1099,-2.1716,-3.0,0.5
22.0,inner_patrol_ball,20.1429,2.2005,-3.0,0.45
22.0,target_patrol_ball,33.9298,19.3546,-3.0,0.45
22.25,fast_crossing_ball_1,10.0,9.1,-3.0,0.55
22.25,fast_crossing_ball_2,16.0,-1.125,-3.0,0.55
22.25,diagonal_crossing_ball,25.1747,-1.9043,-3.0,0.5
22.25,inner_patrol_ball,20.4753,1.8975,-3.0,0.45
22.25,target_patrol_ball,33.8264,18.9944,-3.0,0.45
22.5,fast_crossing_ball_1,10.0,9.4,-3.0,0.55
22.5,fast_crossing_ball_2,16.0,-1.45,-3.0,0.55
22.5,diagonal_crossing_ball,25.2395,-1.6371,-3.0,0.5
22.5,inner_patrol_ball,20.8395,1.6336,-3.0,0.45
22.5,target_patrol_ball,33.679,18.6499,-3.0,0.45
22.75,fast_crossing_ball_1,10.0,9.7,-3.0,0.55
22.75,fast_crossing_ball_2,16.0,-1.775,-3.0,0.55
22.75,diagonal_crossing_ball,25.3043,-1.3698,-3.0,0.5
22.75,inner_patrol_ball,21.2311,1.4124,-3.0,0.45
22.75,target_patrol_ball,33.4898,18.3264,-3.0,0.45
23.0,fast_crossing_ball_1,10.0,10.0,-3.0,0.55
23.0,fast_crossing_ball_2,16.0,-2.1,-3.0,0.55
23.0,diagonal_crossing_ball,25.3691,-1.1025,-3.0,0.5
23.0,inner_patrol_ball,21.6451,1.2365,-3.0,0.45
23.0,target_patrol_ball,33.2617,18.029,-3.0,0.45
23.25,fast_crossing_ball_1,10.0,10.3,-3.0,0.55
23.25,fast_crossing_ball_2,16.0,-2.425,-3.0,0.55
23.25,diagonal_crossing_ball,25.4339,-0.8353,-3.0,0.5
23.25,inner_patrol_ball,22.0761,1.1082,-3.0,0.45
23.25,target_patrol_ball,32.9983,17.7624,-3.0,0.45
23.5,fast_crossing_ball_1,10.0,10.6,-3.0,0.55
23.5,fast_crossing_ball_2,16.0,-2.75,-3.0,0.55
23.5,diagonal_crossing_ball,25.4987,-0.568,-3.0,0.5
23.5,inner_patrol_ball,22.5189,1.029,-3.0,0.45
23.5,target_patrol_ball,32.7038,17.5308,-3.0,0.45
23.75,fast_crossing_ball_1,10.0,10.9,-3.0,0.55
23.75,fast_crossing_ball_2,16.0,-3.075,-3.0,0.55
23.75,diagonal_crossing_ball,25.5635,-0.3008,-3.0,0.5
23.75,inner_patrol_ball,22.9677,1.0001,-3.0,0.45
23.75,target_patrol_ball,32.3826,17.3376,-3.0,0.45
24.0,fast_crossing_ball_1,10.0,11.2,-3.0,0.55
24.0,fast_crossing_ball_2,16.0,-3.4,-3.0,0.55
24.0,diagonal_crossing_ball,25.6282,-0.0335,-3.0,0.5
24.0,inner_patrol_ball,23.4169,1.0218,-3.0,0.45
24.0,target_patrol_ball,32.0399,17.186,-3.0,0.45
24.25,fast_crossing_ball_1,10.0,11.5,-3.0,0.55
24.25,fast_crossing_ball_2,16.0,-3.725,-3.0,0.55
24.25,diagonal_crossing_ball,25.693,0.2338,-3.0,0.5
24.25,inner_patrol_ball,23.8609,1.0937,-3.0,0.45
24.25,target_patrol_ball,31.681,17.0783,-3.0,0.45
24.5,fast_crossing_ball_1,10.0,11.8,-3.0,0.55
24.5,fast_crossing_ball_2,16.0,-4.05,-3.0,0.55
24.5,diagonal_crossing_ball,25.7578,0.501,-3.0,0.5
24.5,inner_patrol_ball,24.294,1.2151,-3.0,0.45
24.5,target_patrol_ball,31.3114,17.0162,-3.0,0.45
24.75,fast_crossing_ball_1,10.0,12.1,-3.0,0.55
24.75,fast_crossing_ball_2,16.0,-4.375,-3.0,0.55
24.75,diagonal_crossing_ball,25.8226,0.7683,-3.0,0.5
24.75,inner_patrol_ball,24.7107,1.3843,-3.0,0.45
24.75,target_patrol_ball,30.9369,17.0007,-3.0,0.45
25.0,fast_crossing_ball_1,10.0,12.4,-3.0,0.55
25.0,fast_crossing_ball_2,16.0,-4.7,-3.0,0.55
25.0,diagonal_crossing_ball,25.8874,1.0355,-3.0,0.5
25.0,inner_patrol_ball,25.1058,1.5992,-3.0,0.45
25.0,target_patrol_ball,30.5635,17.0319,-3.0,0.45
25.25,fast_crossing_ball_1,10.0,12.7,-3.0,0.55
25.25,fast_crossing_ball_2,16.0,-5.025,-3.0,0.55
25.25,diagonal_crossing_ball,25.9522,1.3028,-3.0,0.5
25.25,inner_patrol_ball,25.4743,1.8571,-3.0,0.45
25.25,target_patrol_ball,30.1969,17.1095,-3.0,0.45
25.5,fast_crossing_ball_1,10.0,13.0,-3.0,0.55
25.5,fast_crossing_ball_2,16.0,-5.35,-3.0,0.55
25.5,diagonal_crossing_ball,26.017,1.57,-3.0,0.5
25.5,inner_patrol_ball,25.8115,2.1547,-3.0,0.45
25.5,target_patrol_ball,29.8428,17.2322,-3.0,0.45
25.75,fast_crossing_ball_1,10.0,13.3,-3.0,0.55
25.75,fast_crossing_ball_2,16.0,-5.675,-3.0,0.55
25.75,diagonal_crossing_ball,26.0818,1.8373,-3.0,0.5
25.75,inner_patrol_ball,26.1131,2.4883,-3.0,0.45
25.75,target_patrol_ball,29.5067,17.3981,-3.0,0.45
26.0,fast_crossing_ball_1,10.0,13.6,-3.0,0.55
26.0,fast_crossing_ball_2,16.0,-6.0,-3.0,0.55
26.0,diagonal_crossing_ball,26.1466,2.1046,-3.0,0.5
26.0,inner_patrol_ball,26.3754,2.8537,-3.0,0.45
26.0,target_patrol_ball,29.194,17.6045,-3.0,0.45
26.25,fast_crossing_ball_1,10.0,13.9,-3.0,0.55
26.25,fast_crossing_ball_2,16.0,-6.325,-3.0,0.55
26.25,diagonal_crossing_ball,26.2114,2.3718,-3.0,0.5
26.25,inner_patrol_ball,26.595,3.2462,-3.0,0.45
26.25,target_patrol_ball,28.9094,17.8484,-3.0,0.45
26.5,fast_crossing_ball_1,10.0,14.2,-3.0,0.55
26.5,fast_crossing_ball_2,16.0,-6.65,-3.0,0.55
26.5,diagonal_crossing_ball,26.2761,2.6391,-3.0,0.5
26.5,inner_patrol_ball,26.7692,3.6609,-3.0,0.45
26.5,target_patrol_ball,28.6575,18.1258,-3.0,0.45
26.75,fast_crossing_ball_1,10.0,14.5,-3.0,0.55
26.75,fast_crossing_ball_2,16.0,-6.975,-3.0,0.55
26.75,diagonal_crossing_ball,26.3409,2.9063,-3.0,0.5
26.75,inner_patrol_ball,26.8957,4.0925,-3.0,0.45
26.75,target_patrol_ball,28.4421,18.4325,-3.0,0.45
27.0,fast_crossing_ball_1,10.0,14.8,-3.0,0.55
27.0,fast_crossing_ball_2,16.0,-7.3,-3.0,0.55
27.0,diagonal_crossing_ball,26.4057,3.1736,-3.0,0.5
27.0,inner_patrol_ball,26.9729,4.5356,-3.0,0.45
27.0,target_patrol_ball,28.2666,18.7636,-3.0,0.45
27.25,fast_crossing_ball_1,10.0,15.1,-3.0,0.55
27.25,fast_crossing_ball_2,16.0,-7.625,-3.0,0.55
27.25,diagonal_crossing_ball,26.4705,3.4409,-3.0,0.5
27.25,inner_patrol_ball,27.0,4.9845,-3.0,0.45
27.25,target_patrol_ball,28.1338,19.1141,-3.0,0.45
27.5,fast_crossing_ball_1,10.0,15.4,-3.0,0.55
27.5,fast_crossing_ball_2,16.0,-7.95,-3.0,0.55
27.5,diagonal_crossing_ball,26.5353,3.7081,-3.0,0.5
27.5,inner_patrol_ball,26.9764,5.4337,-3.0,0.45
27.5,target_patrol_ball,28.0457,19.4783,-3.0,0.45
27.75,fast_crossing_ball_1,10.0,15.7,-3.0,0.55
27.75,fast_crossing_ball_2,16.0,-8.275,-3.0,0.55
27.75,diagonal_crossing_ball,26.6001,3.9754,-3.0,0.5
27.75,inner_patrol_ball,26.9026,5.8773,-3.0,0.45
27.75,target_patrol_ball,28.0037,19.8507,-3.0,0.45
28.0,fast_crossing_ball_1,10.0,16.0,-3.0,0.55
28.0,fast_crossing_ball_2,16.0,-8.6,-3.0,0.55
28.0,diagonal_crossing_ball,26.6649,4.2426,-3.0,0.5
28.0,inner_patrol_ball,26.7794,6.3099,-3.0,0.45
28.0,target_patrol_ball,28.0085,20.2255,-3.0,0.45
28.25,fast_crossing_ball_1,10.0,16.3,-3.0,0.55
28.25,fast_crossing_ball_2,16.0,-8.925,-3.0,0.55
28.25,diagonal_crossing_ball,26.7297,4.5099,-3.0,0.5
28.25,inner_patrol_ball,26.6085,6.7259,-3.0,0.45
28.25,target_patrol_ball,28.0599,20.5967,-3.0,0.45
28.5,fast_crossing_ball_1,10.0,16.6,-3.0,0.55
28.5,fast_crossing_ball_2,16.0,-9.25,-3.0,0.55
28.5,diagonal_crossing_ball,26.7945,4.7771,-3.0,0.5
28.5,inner_patrol_ball,26.3919,7.1201,-3.0,0.45
28.5,target_patrol_ball,28.1573,20.9586,-3.0,0.45
28.75,fast_crossing_ball_1,10.0,16.9,-3.0,0.55
28.75,fast_crossing_ball_2,16.0,-9.575,-3.0,0.55
28.75,diagonal_crossing_ball,26.8593,5.0444,-3.0,0.5
28.75,inner_patrol_ball,26.1325,7.4875,-3.0,0.45
28.75,target_patrol_ball,28.2989,21.3055,-3.0,0.45
29.0,fast_crossing_ball_1,10.0,17.2,-3.0,0.55
29.0,fast_crossing_ball_2,16.0,-9.9,-3.0,0.55
29.0,diagonal_crossing_ball,26.924,5.3117,-3.0,0.5
29.0,inner_patrol_ball,25.8334,7.8234,-3.0,0.45
29.0,target_patrol_ball,28.4828,21.6321,-3.0,0.45
29.25,fast_crossing_ball_1,10.0,17.5,-3.0,0.55
29.25,fast_crossing_ball_2,16.0,-10.225,-3.0,0.55
29.25,diagonal_crossing_ball,26.9888,5.5789,-3.0,0.5
29.25,inner_patrol_ball,25.4985,8.1237,-3.0,0.45
29.25,target_patrol_ball,28.7059,21.9332,-3.0,0.45
29.5,fast_crossing_ball_1,10.0,17.8,-3.0,0.55
29.5,fast_crossing_ball_2,16.0,-10.55,-3.0,0.55
29.5,diagonal_crossing_ball,27.0536,5.8462,-3.0,0.5
29.5,inner_patrol_ball,25.1321,8.3844,-3.0,0.45
29.5,target_patrol_ball,28.9648,22.2041,-3.0,0.45
29.75,fast_crossing_ball_1,10.0,17.9,-3.0,0.55
29.75,fast_crossing_ball_2,16.0,-10.875,-3.0,0.55
29.75,diagonal_crossing_ball,27.1184,6.1134,-3.0,0.5
29.75,inner_patrol_ball,24.7387,8.6024,-3.0,0.45
29.75,target_patrol_ball,29.2555,22.4406,-3.0,0.45
30.0,fast_crossing_ball_1,10.0,17.6,-3.0,0.55
30.0,fast_crossing_ball_2,16.0,-11.2,-3.0,0.55
30.0,diagonal_crossing_ball,27.1832,6.3807,-3.0,0.5
30.0,inner_patrol_ball,24.3233,8.7748,-3.0,0.45
30.0,target_patrol_ball,29.5734,22.6391,-3.0,0.45
30.25,fast_crossing_ball_1,10.0,17.3,-3.0,0.55
30.25,fast_crossing_ball_2,16.0,-11.525,-3.0,0.55
30.25,diagonal_crossing_ball,27.248,6.648,-3.0,0.5
30.25,inner_patrol_ball,23.8911,8.8995,-3.0,0.45
30.25,target_patrol_ball,29.9135,22.7964,-3.0,0.45
30.5,fast_crossing_ball_1,10.0,17.0,-3.0,0.55
30.5,fast_crossing_ball_2,16.0,-11.85,-3.0,0.55
30.5,diagonal_crossing_ball,27.3128,6.9152,-3.0,0.5
30.5,inner_patrol_ball,23.4477,8.9749,-3.0,0.45
30.5,target_patrol_ball,30.2707,22.91,-3.0,0.45
30.75,fast_crossing_ball_1,10.0,16.7,-3.0,0.55
30.75,fast_crossing_ball_2,16.0,-12.175,-3.0,0.55
30.75,diagonal_crossing_ball,27.3776,7.1825,-3.0,0.5
30.75,inner_patrol_ball,22.9987,9.0,-3.0,0.45
30.75,target_patrol_ball,30.6392,22.9782,-3.0,0.45
31.0,fast_crossing_ball_1,10.0,16.4,-3.0,0.55
31.0,fast_crossing_ball_2,16.0,-12.5,-3.0,0.55
31.0,diagonal_crossing_ball,27.4424,7.4497,-3.0,0.5
31.0,inner_patrol_ball,22.5496,8.9746,-3.0,0.45
31.0,target_patrol_ball,31.0133,23.0,-3.0,0.45
31.25,fast_crossing_ball_1,10.0,16.1,-3.0,0.55
31.25,fast_crossing_ball_2,16.0,-12.825,-3.0,0.55
31.25,diagonal_crossing_ball,27.5072,7.717,-3.0,0.5
31.25,inner_patrol_ball,22.1063,8.8989,-3.0,0.45
31.25,target_patrol_ball,31.3872,22.9749,-3.0,0.45
31.5,fast_crossing_ball_1,10.0,15.8,-3.0,0.55
31.5,fast_crossing_ball_2,16.0,-13.15,-3.0,0.55
31.5,diagonal_crossing_ball,27.5719,7.9843,-3.0,0.5
31.5,inner_patrol_ball,21.6742,8.7739,-3.0,0.45
31.5,target_patrol_ball,31.7551,22.9034,-3.0,0.45
31.75,fast_crossing_ball_1,10.0,15.5,-3.0,0.55
31.75,fast_crossing_ball_2,16.0,-13.475,-3.0,0.55
31.75,diagonal_crossing_ball,27.6367,8.2515,-3.0,0.5
31.75,inner_patrol_ball,21.2589,8.6012,-3.0,0.45
31.75,target_patrol_ball,32.1112,22.7866,-3.0,0.45
32.0,fast_crossing_ball_1,10.0,15.2,-3.0,0.55
32.0,fast_crossing_ball_2,16.0,-13.8,-3.0,0.55
32.0,diagonal_crossing_ball,27.7015,8.5188,-3.0,0.5
32.0,inner_patrol_ball,20.8657,8.383,-3.0,0.45
32.0,target_patrol_ball,32.4499,22.6264,-3.0,0.45
32.25,fast_crossing_ball_1,10.0,14.9,-3.0,0.55
32.25,fast_crossing_ball_2,16.0,-13.875,-3.0,0.55
32.25,diagonal_crossing_ball,27.7663,8.786,-3.0,0.5
32.25,inner_patrol_ball,20.4994,8.122,-3.0,0.45
32.25,target_patrol_ball,32.766,22.4251,-3.0,0.45
32.5,fast_crossing_ball_1,10.0,14.6,-3.0,0.55
32.5,fast_crossing_ball_2,16.0,-13.55,-3.0,0.55
32.5,diagonal_crossing_ball,27.8311,9.0533,-3.0,0.5
32.5,inner_patrol_ball,20.1647,7.8215,-3.0,0.45
32.5,target_patrol_ball,33.0546,22.186,-3.0,0.45
32.75,fast_crossing_ball_1,10.0,14.3,-3.0,0.55
32.75,fast_crossing_ball_2,16.0,-13.225,-3.0,0.55
32.75,diagonal_crossing_ball,27.8959,9.3205,-3.0,0.5
32.75,inner_patrol_ball,19.8659,7.4854,-3.0,0.45
32.75,target_patrol_ball,33.3111,21.9128,-3.0,0.45
33.0,fast_crossing_ball_1,10.0,14.0,-3.0,0.55
33.0,fast_crossing_ball_2,16.0,-12.9,-3.0,0.55
33.0,diagonal_crossing_ball,27.9607,9.5878,-3.0,0.5
33.0,inner_patrol_ball,19.6067,7.1178,-3.0,0.45
33.0,target_patrol_ball,33.5316,21.6097,-3.0,0.45
33.25,fast_crossing_ball_1,10.0,13.7,-3.0,0.55
33.25,fast_crossing_ball_2,16.0,-12.575,-3.0,0.55
33.25,diagonal_crossing_ball,28.0255,9.8551,-3.0,0.5
33.25,inner_patrol_ball,19.3904,6.7235,-3.0,0.45
33.25,target_patrol_ball,33.7125,21.2815,-3.0,0.45
33.5,fast_crossing_ball_1,10.0,13.4,-3.0,0.55
33.5,fast_crossing_ball_2,16.0,-12.25,-3.0,0.55
33.5,diagonal_crossing_ball,28.0903,10.1223,-3.0,0.5
33.5,inner_patrol_ball,19.2197,6.3074,-3.0,0.45
33.5,target_patrol_ball,33.8511,20.9334,-3.0,0.45
33.75,fast_crossing_ball_1,10.0,13.1,-3.0,0.55
33.75,fast_crossing_ball_2,16.0,-11.925,-3.0,0.55
33.75,diagonal_crossing_ball,28.1551,10.3896,-3.0,0.5
33.75,inner_patrol_ball,19.0968,5.8747,-3.0,0.45
33.75,target_patrol_ball,33.9452,20.5706,-3.0,0.45
34.0,fast_crossing_ball_1,10.0,12.8,-3.0,0.55
34.0,fast_crossing_ball_2,16.0,-11.6,-3.0,0.55
34.0,diagonal_crossing_ball,28.2198,10.6568,-3.0,0.5
34.0,inner_patrol_ball,19.0233,5.431,-3.0,0.45
34.0,target_patrol_ball,33.9934,20.199,-3.0,0.45
34.25,fast_crossing_ball_1,10.0,12.5,-3.0,0.55
34.25,fast_crossing_ball_2,16.0,-11.275,-3.0,0.55
34.25,diagonal_crossing_ball,28.2846,10.9241,-3.0,0.5
34.25,inner_patrol_ball,19.0,4.9819,-3.0,0.45
34.25,target_patrol_ball,33.9948,19.8242,-3.0,0.45
34.5,fast_crossing_ball_1,10.0,12.2,-3.0,0.55
34.5,fast_crossing_ball_2,16.0,-10.95,-3.0,0.55
34.5,diagonal_crossing_ball,28.3494,11.1914,-3.0,0.5
34.5,inner_patrol_ball,19.0274,4.5329,-3.0,0.45
34.5,target_patrol_ball,33.9496,19.4522,-3.0,0.45
34.75,fast_crossing_ball_1,10.0,11.9,-3.0,0.55
34.75,fast_crossing_ball_2,16.0,-10.625,-3.0,0.55
34.75,diagonal_crossing_ball,28.4142,11.4586,-3.0,0.5
34.75,inner_patrol_ball,19.1049,4.0899,-3.0,0.45
34.75,target_patrol_ball,33.8583,19.0887,-3.0,0.45
35.0,fast_crossing_ball_1,10.0,11.6,-3.0,0.55
35.0,fast_crossing_ball_2,16.0,-10.3,-3.0,0.55
35.0,diagonal_crossing_ball,28.479,11.7259,-3.0,0.5
35.0,inner_patrol_ball,19.2317,3.6584,-3.0,0.45
35.0,target_patrol_ball,33.7223,18.7395,-3.0,0.45
35.25,fast_crossing_ball_1,10.0,11.3,-3.0,0.55
35.25,fast_crossing_ball_2,16.0,-9.975,-3.0,0.55
35.25,diagonal_crossing_ball,28.5438,11.9931,-3.0,0.5
35.25,inner_patrol_ball,19.4061,3.2438,-3.0,0.45
35.25,target_patrol_ball,33.5439,18.4099,-3.0,0.45
35.5,fast_crossing_ball_1,10.0,11.0,-3.0,0.55
35.5,fast_crossing_ball_2,16.0,-9.65,-3.0,0.55
35.5,diagonal_crossing_ball,28.6086,12.2604,-3.0,0.5
35.5,inner_patrol_ball,19.626,2.8515,-3.0,0.45
35.5,target_patrol_ball,33.3259,18.1052,-3.0,0.45
35.75,fast_crossing_ball_1,10.0,10.7,-3.0,0.55
35.75,fast_crossing_ball_2,16.0,-9.325,-3.0,0.55
35.75,diagonal_crossing_ball,28.6734,12.5277,-3.0,0.5
35.75,inner_patrol_ball,19.8885,2.4863,-3.0,0.45
35.75,target_patrol_ball,33.0715,17.83,-3.0,0.45
36.0,fast_crossing_ball_1,10.0,10.4,-3.0,0.55
36.0,fast_crossing_ball_2,16.0,-9.0,-3.0,0.55
36.0,diagonal_crossing_ball,28.7382,12.7949,-3.0,0.5
36.0,inner_patrol_ball,20.1904,2.1529,-3.0,0.45
36.0,target_patrol_ball,32.7848,17.5886,-3.0,0.45
36.25,fast_crossing_ball_1,10.0,10.1,-3.0,0.55
36.25,fast_crossing_ball_2,16.0,-8.675,-3.0,0.55
36.25,diagonal_crossing_ball,28.803,13.0622,-3.0,0.5
36.25,inner_patrol_ball,20.5278,1.8554,-3.0,0.45
36.25,target_patrol_ball,32.4702,17.3849,-3.0,0.45
36.5,fast_crossing_ball_1,10.0,9.8,-3.0,0.55
36.5,fast_crossing_ball_2,16.0,-8.35,-3.0,0.55
36.5,diagonal_crossing_ball,28.8677,13.3294,-3.0,0.5
36.5,inner_patrol_ball,20.8964,1.5978,-3.0,0.45
36.5,target_patrol_ball,32.1327,17.2221,-3.0,0.45
36.75,fast_crossing_ball_1,10.0,9.5,-3.0,0.55
36.75,fast_crossing_ball_2,16.0,-8.025,-3.0,0.55
36.75,diagonal_crossing_ball,28.9325,13.5967,-3.0,0.5
36.75,inner_patrol_ball,21.2917,1.3831,-3.0,0.45
36.75,target_patrol_ball,31.7775,17.1025,-3.0,0.45
37.0,fast_crossing_ball_1,10.0,9.2,-3.0,0.55
37.0,fast_crossing_ball_2,16.0,-7.7,-3.0,0.55
37.0,diagonal_crossing_ball,28.9973,13.8639,-3.0,0.5
37.0,inner_patrol_ball,21.7085,1.2142,-3.0,0.45
37.0,target_patrol_ball,31.4102,17.0282,-3.0,0.45
37.25,fast_crossing_ball_1,10.0,8.9,-3.0,0.55
37.25,fast_crossing_ball_2,16.0,-7.375,-3.0,0.55
37.25,diagonal_crossing_ball,29.0621,14.1312,-3.0,0.5
37.25,inner_patrol_ball,22.1417,1.0932,-3.0,0.45
37.25,target_patrol_ball,31.0365,17.0002,-3.0,0.45
37.5,fast_crossing_ball_1,10.0,8.6,-3.0,0.55
37.5,fast_crossing_ball_2,16.0,-7.05,-3.0,0.55
37.5,diagonal_crossing_ball,29.1269,14.3985,-3.0,0.5
37.5,inner_patrol_ball,22.5857,1.0215,-3.0,0.45
37.5,target_patrol_ball,30.6622,17.0191,-3.0,0.45
37.75,fast_crossing_ball_1,10.0,8.3,-3.0,0.55
37.75,fast_crossing_ball_2,16.0,-6.725,-3.0,0.55
37.75,diagonal_crossing_ball,29.1917,14.6657,-3.0,0.5
37.75,inner_patrol_ball,23.035,1.0002,-3.0,0.45
37.75,target_patrol_ball,30.2932,17.0844,-3.0,0.45
38.0,fast_crossing_ball_1,10.0,8.0,-3.0,0.55
38.0,fast_crossing_ball_2,16.0,-6.4,-3.0,0.55
38.0,diagonal_crossing_ball,29.2565,14.933,-3.0,0.5
38.0,inner_patrol_ball,23.4838,1.0294,-3.0,0.45
38.0,target_patrol_ball,29.9352,17.1953,-3.0,0.45
38.25,fast_crossing_ball_1,10.0,7.7,-3.0,0.55
38.25,fast_crossing_ball_2,16.0,-6.075,-3.0,0.55
38.25,diagonal_crossing_ball,29.3213,15.2002,-3.0,0.5
38.25,inner_patrol_ball,23.9265,1.1088,-3.0,0.45
38.25,target_patrol_ball,29.5939,17.3499,-3.0,0.45
38.5,fast_crossing_ball_1,10.0,7.4,-3.0,0.55
38.5,fast_crossing_ball_2,16.0,-5.75,-3.0,0.55
38.5,diagonal_crossing_ball,29.3861,15.4675,-3.0,0.5
38.5,inner_patrol_ball,24.3575,1.2374,-3.0,0.45
38.5,target_patrol_ball,29.2744,17.5459,-3.0,0.45
38.75,fast_crossing_ball_1,10.0,7.1,-3.0,0.55
38.75,fast_crossing_ball_2,16.0,-5.425,-3.0,0.55
38.75,diagonal_crossing_ball,29.4509,15.7348,-3.0,0.5
38.75,inner_patrol_ball,24.7713,1.4136,-3.0,0.45
38.75,target_patrol_ball,28.9819,17.7802,-3.0,0.45
39.0,fast_crossing_ball_1,10.0,6.8,-3.0,0.55
39.0,fast_crossing_ball_2,16.0,-5.1,-3.0,0.55
39.0,diagonal_crossing_ball,29.5156,16.002,-3.0,0.5
39.0,inner_patrol_ball,25.1627,1.6351,-3.0,0.45
39.0,target_patrol_ball,28.7209,18.0491,-3.0,0.45
39.25,fast_crossing_ball_1,10.0,6.5,-3.0,0.55
39.25,fast_crossing_ball_2,16.0,-4.775,-3.0,0.55
39.25,diagonal_crossing_ball,29.5804,16.2693,-3.0,0.5
39.25,inner_patrol_ball,25.5268,1.8991,-3.0,0.45
39.25,target_patrol_ball,28.4955,18.3485,-3.0,0.45
39.5,fast_crossing_ball_1,10.0,6.2,-3.0,0.55
39.5,fast_crossing_ball_2,16.0,-4.45,-3.0,0.55
39.5,diagonal_crossing_ball,29.6452,16.5365,-3.0,0.5
39.5,inner_patrol_ball,25.8589,2.2024,-3.0,0.45
39.5,target_patrol_ball,28.3091,18.6736,-3.0,0.45
39.75,fast_crossing_ball_1,10.0,5.9,-3.0,0.55
39.75,fast_crossing_ball_2,16.0,-4.125,-3.0,0.55
39.75,diagonal_crossing_ball,29.71,16.8038,-3.0,0.5
39.75,inner_patrol_ball,26.1549,2.541,-3.0,0.45
39.75,target_patrol_ball,28.1648,19.0195,-3.0,0.45
40.0,fast_crossing_ball_1,10.0,5.6,-3.0,0.55
40.0,fast_crossing_ball_2,16.0,-3.8,-3.0,0.55
40.0,diagonal_crossing_ball,29.7748,17.0711,-3.0,0.5
40.0,inner_patrol_ball,26.411,2.9108,-3.0,0.45
40.0,target_patrol_ball,28.0646,19.3806,-3.0,0.45
40.25,fast_crossing_ball_1,10.0,5.3,-3.0,0.55
40.25,fast_crossing_ball_2,16.0,-3.475,-3.0,0.55
40.25,diagonal_crossing_ball,29.8396,17.3383,-3.0,0.5
40.25,inner_patrol_ball,26.624,3.3069,-3.0,0.45
40.25,target_patrol_ball,28.0103,19.7514,-3.0,0.45
40.5,fast_crossing_ball_1,10.0,5.0,-3.0,0.55
40.5,fast_crossing_ball_2,16.0,-3.15,-3.0,0.55
40.5,diagonal_crossing_ball,29.9044,17.6056,-3.0,0.5
40.5,inner_patrol_ball,26.7912,3.7244,-3.0,0.45
40.5,target_patrol_ball,28.0027,20.1261,-3.0,0.45
40.75,fast_crossing_ball_1,10.0,4.7,-3.0,0.55
40.75,fast_crossing_ball_2,16.0,-2.825,-3.0,0.55
40.75,diagonal_crossing_ball,29.9692,17.8728,-3.0,0.5
40.75,inner_patrol_ball,26.9104,4.1581,-3.0,0.45
40.75,target_patrol_ball,28.0418,20.4988,-3.0,0.45
41.0,fast_crossing_ball_1,10.0,4.4,-3.0,0.55
41.0,fast_crossing_ball_2,16.0,-2.5,-3.0,0.55
41.0,diagonal_crossing_ball,29.966,17.8599,-3.0,0.5
41.0,inner_patrol_ball,26.9802,4.6024,-3.0,0.45
41.0,target_patrol_ball,28.127,20.8637,-3.0,0.45
41.25,fast_crossing_ball_1,10.0,4.1,-3.0,0.55
41.25,fast_crossing_ball_2,16.0,-2.175,-3.0,0.55
41.25,diagonal_crossing_ball,29.9012,17.5927,-3.0,0.5
41.25,inner_patrol_ball,26.9997,5.0518,-3.0,0.45
41.25,target_patrol_ball,28.2571,21.2152,-3.0,0.45
41.5,fast_crossing_ball_1,10.0,3.8,-3.0,0.55
41.5,fast_crossing_ball_2,16.0,-1.85,-3.0,0.55
41.5,diagonal_crossing_ball,29.8365,17.3254,-3.0,0.5
41.5,inner_patrol_ball,26.9686,5.5005,-3.0,0.45
41.5,target_patrol_ball,28.43,21.5476,-3.0,0.45
41.75,fast_crossing_ball_1,10.0,3.5,-3.0,0.55
41.75,fast_crossing_ball_2,16.0,-1.525,-3.0,0.55
41.75,diagonal_crossing_ball,29.7717,17.0581,-3.0,0.5
41.75,inner_patrol_ball,26.8873,5.9428,-3.0,0.45
